Date, Open , High , Low , Close ,Volume
20-05-2015, $87.51 , $87.92 , $86.94 , $87.26 ,1441100
21-05-2015, $87.02 , $87.26 , $86.58 , $87.06 ,1677800
22-05-2015, $86.77 , $86.94 , $86.24 , $86.67 ,2083000
26-05-2015, $87.10 , $87.37 , $86.08 , $86.40 ,2397400
27-05-2015, $86.60 , $87.17 , $86.26 , $87.01 ,1513600
28-05-2015, $86.95 , $87.23 , $86.39 , $87.13 ,1202700
29-05-2015, $87.02 , $87.19 , $86.14 , $86.35 ,1713800
01-06-2015, $86.48 , $86.86 , $85.97 , $86.49 ,1422100
02-06-2015, $86.28 , $87.08 , $85.98 , $86.61 ,1152300
03-06-2015, $87.01 , $87.46 , $86.63 , $87.20 ,1322900
04-06-2015, $86.39 , $87.03 , $86.04 , $86.25 ,1535100
05-06-2015, $86.24 , $86.37 , $85.27 , $85.78 ,1753900
08-06-2015, $85.56 , $85.78 , $85.12 , $85.21 ,1449700
09-06-2015, $85.65 , $85.78 , $84.74 , $85.36 ,1284800
10-06-2015, $85.69 , $87.14 , $85.59 , $86.78 ,2131100
11-06-2015, $86.91 , $87.38 , $86.81 , $87.14 ,1857600
12-06-2015, $86.60 , $86.95 , $86.25 , $86.41 ,2034700
15-06-2015, $85.50 , $86.27 , $85.14 , $86.13 ,1961500
16-06-2015, $86.21 , $87.15 , $85.97 , $86.95 ,1675300
17-06-2015, $87.21 , $87.49 , $86.34 , $87.15 ,1839900
18-06-2015, $87.27 , $87.85 , $87.03 , $87.49 ,2003400
19-06-2015, $87.20 , $87.81 , $87.03 , $87.23 ,2353900
22-06-2015, $87.78 , $89.07 , $87.70 , $88.65 ,3081900
23-06-2015, $89.05 , $89.41 , $87.87 , $88.34 ,2513300
24-06-2015, $88.12 , $88.47 , $87.03 , $87.91 ,2533000
25-06-2015, $90.10 , $90.34 , $89.16 , $89.45 ,5103200
26-06-2015, $89.89 , $90.23 , $88.58 , $89.01 ,4990400
29-06-2015, $88.24 , $89.08 , $86.80 , $86.93 ,3025000
30-06-2015, $87.84 , $87.84 , $86.83 , $87.02 ,2572500
01-07-2015, $87.88 , $88.83 , $87.49 , $88.17 ,2259500
02-07-2015, $88.38 , $88.76 , $86.78 , $87.51 ,2456700
06-07-2015, $86.71 , $87.74 , $86.60 , $87.52 ,1817900
07-07-2015, $87.94 , $89.10 , $86.90 , $88.73 ,3089500
08-07-2015, $89.42 , $89.42 , $87.17 , $87.77 ,2623300
09-07-2015, $88.83 , $89.10 , $87.80 , $87.89 ,2734900
10-07-2015, $88.77 , $89.27 , $88.14 , $88.82 ,2536200
13-07-2015, $89.33 , $90.61 , $89.10 , $90.41 ,3488900
14-07-2015, $89.92 , $90.70 , $89.67 , $90.58 ,2394900
15-07-2015, $90.42 , $90.55 , $89.60 , $89.87 ,1858600
16-07-2015, $90.41 , $91.37 , $90.41 , $91.22 ,1858500
17-07-2015, $91.32 , $91.32 , $90.07 , $90.34 ,1544700
20-07-2015, $90.54 , $90.98 , $90.21 , $90.56 ,1579000
21-07-2015, $90.25 , $91.01 , $90.09 , $90.26 ,1534400
22-07-2015, $90.19 , $92.16 , $90.14 , $92.01 ,2775300
23-07-2015, $92.16 , $92.89 , $91.86 , $92.09 ,2308100
24-07-2015, $91.86 , $92.43 , $90.70 , $90.97 ,2114800
27-07-2015, $90.51 , $90.82 , $89.95 , $90.26 ,1871100
28-07-2015, $90.73 , $91.50 , $90.32 , $91.43 ,1708400
29-07-2015, $91.43 , $92.35 , $91.28 , $92.12 ,2071700
30-07-2015, $91.77 , $92.60 , $91.36 , $92.31 ,1447200
31-07-2015, $92.61 , $93.50 , $92.55 , $92.71 ,2402100
03-08-2015, $92.76 , $93.31 , $92.06 , $92.80 ,2177600
04-08-2015, $92.80 , $94.05 , $92.71 , $92.99 ,2141300
05-08-2015, $94.41 , $94.71 , $93.63 , $93.96 ,2569900
06-08-2015, $93.78 , $94.28 , $92.61 , $92.70 ,1643800
07-08-2015, $92.64 , $93.36 , $92.28 , $93.28 ,1760600
10-08-2015, $93.79 , $94.74 , $93.64 , $94.59 ,1763800
11-08-2015, $94.22 , $94.36 , $92.98 , $93.13 ,1940000
12-08-2015, $92.41 , $93.37 , $92.02 , $93.30 ,2357100
13-08-2015, $93.55 , $93.59 , $92.31 , $92.96 ,2358200
14-08-2015, $92.61 , $93.09 , $92.09 , $93.02 ,2055600
17-08-2015, $92.91 , $93.10 , $92.10 , $93.04 ,1874600
18-08-2015, $93.19 , $93.59 , $92.70 , $93.38 ,1952300
19-08-2015, $93.54 , $93.65 , $92.18 , $92.49 ,2082100
20-08-2015, $91.87 , $93.20 , $89.80 , $89.89 ,3459900
21-08-2015, $89.35 , $89.70 , $87.30 , $87.33 ,3360600
24-08-2015, $82.13 , $84.75 , $79.51 , $83.32 ,5216500
25-08-2015, $85.80 , $86.10 , $82.77 , $82.85 ,4313200
26-08-2015, $84.82 , $85.66 , $83.08 , $85.45 ,3998900
27-08-2015, $86.51 , $86.77 , $84.48 , $86.07 ,3993100
28-08-2015, $85.74 , $86.44 , $85.35 , $86.18 ,3221800
31-08-2015, $85.61 , $86.01 , $84.69 , $84.76 ,2725400
01-09-2015, $82.61 , $84.07 , $82.43 , $82.98 ,3869300
02-09-2015, $84.15 , $84.92 , $83.01 , $84.91 ,2539300
03-09-2015, $85.43 , $86.26 , $85.11 , $85.97 ,2815400
04-09-2015, $84.80 , $85.53 , $84.23 , $84.92 ,3421400
08-09-2015, $86.56 , $87.52 , $86.33 , $87.32 ,2508200
09-09-2015, $87.59 , $87.98 , $85.71 , $85.89 ,2099700
10-09-2015, $85.77 , $87.54 , $85.74 , $87.05 ,3342100
11-09-2015, $86.85 , $87.62 , $86.32 , $87.53 ,1982700
14-09-2015, $87.58 , $87.67 , $86.68 , $86.78 ,2002500
15-09-2015, $87.22 , $88.67 , $86.44 , $88.33 ,2090800
16-09-2015, $88.31 , $89.33 , $88.17 , $88.98 ,1741900
17-09-2015, $88.98 , $89.86 , $88.43 , $88.59 ,2397500
18-09-2015, $85.23 , $88.57 , $85.23 , $87.69 ,3629600
21-09-2015, $88.16 , $89.13 , $87.81 , $88.50 ,2345900
22-09-2015, $87.33 , $87.96 , $86.45 , $87.82 ,2920500
23-09-2015, $87.95 , $88.44 , $87.50 , $87.99 ,2816500
24-09-2015, $86.11 , $88.12 , $86.02 , $87.91 ,4054600
25-09-2015, $88.44 , $88.48 , $86.65 , $87.16 ,3413400
28-09-2015, $86.79 , $87.50 , $86.14 , $86.27 ,3025500
29-09-2015, $86.40 , $87.02 , $85.89 , $86.86 ,3371600
30-09-2015, $87.79 , $88.46 , $87.53 , $88.35 ,3704100
01-10-2015, $88.54 , $89.01 , $87.26 , $88.51 ,3222700
02-10-2015, $87.29 , $89.39 , $86.60 , $89.36 ,2610200
05-10-2015, $89.89 , $91.54 , $89.86 , $91.37 ,2228200
06-10-2015, $91.26 , $91.67 , $90.71 , $91.26 ,2460800
07-10-2015, $91.71 , $92.28 , $91.06 , $92.27 ,1954200
08-10-2015, $92.17 , $94.65 , $91.88 , $94.42 ,3450100
09-10-2015, $94.51 , $95.74 , $94.11 , $94.21 ,3835700
12-10-2015, $94.13 , $94.61 , $94.06 , $94.45 ,2356700
13-10-2015, $92.61 , $94.07 , $92.37 , $93.04 ,2585600
14-10-2015, $92.90 , $93.56 , $91.97 , $93.09 ,2421100
15-10-2015, $93.65 , $93.65 , $92.83 , $92.97 ,2737800
16-10-2015, $93.61 , $93.61 , $92.86 , $93.61 ,2190500
19-10-2015, $93.41 , $93.90 , $93.23 , $93.70 ,2021700
20-10-2015, $93.91 , $94.19 , $93.46 , $94.03 ,2817900
21-10-2015, $94.49 , $94.90 , $93.06 , $93.17 ,1964500
22-10-2015, $93.51 , $96.89 , $93.51 , $96.75 ,2483400
23-10-2015, $97.51 , $98.36 , $96.58 , $98.14 ,2972600
26-10-2015, $98.03 , $98.55 , $97.60 , $98.12 ,1479900
27-10-2015, $97.74 , $98.34 , $97.50 , $98.03 ,1792300
28-10-2015, $98.05 , $99.84 , $97.60 , $99.72 ,2910400
29-10-2015, $99.12 , $99.40 , $97.68 , $98.10 ,2484300
30-10-2015, $98.20 , $98.50 , $97.42 , $97.42 ,2529200
02-11-2015, $97.31 , $98.09 , $97.31 , $97.79 ,2484600
03-11-2015, $97.27 , $97.87 , $97.13 , $97.52 ,2443200
04-11-2015, $97.54 , $97.54 , $96.75 , $96.80 ,2625600
05-11-2015, $96.80 , $97.20 , $96.25 , $96.41 ,1841800
06-11-2015, $95.71 , $96.56 , $95.51 , $96.33 ,2204900
09-11-2015, $95.63 , $96.09 , $95.01 , $95.31 ,2174100
10-11-2015, $95.04 , $95.61 , $94.97 , $95.49 ,1580900
11-11-2015, $95.70 , $95.98 , $95.46 , $95.51 ,1808400
12-11-2015, $95.26 , $95.63 , $94.66 , $94.81 ,1830700
13-11-2015, $94.51 , $94.97 , $93.62 , $93.74 ,2039300
16-11-2015, $94.23 , $96.71 , $94.11 , $96.63 ,4147900
17-11-2015, $96.70 , $97.20 , $95.77 , $96.60 ,2898700
18-11-2015, $97.16 , $98.15 , $96.60 , $98.04 ,2438900
19-11-2015, $98.04 , $98.54 , $97.28 , $97.50 ,2527800
20-11-2015, $97.77 , $98.43 , $97.77 , $98.12 ,3405400
23-11-2015, $98.12 , $98.52 , $97.74 , $98.00 ,2238800
24-11-2015, $97.60 , $97.91 , $96.98 , $97.56 ,2547400
25-11-2015, $97.87 , $97.91 , $97.26 , $97.33 ,1789000
27-11-2015, $97.30 , $97.93 , $97.18 , $97.66 ,995700
30-11-2015, $97.77 , $97.96 , $97.33 , $97.44 ,2868800
01-12-2015, $97.50 , $98.38 , $97.44 , $98.27 ,2433700
02-12-2015, $98.07 , $98.74 , $97.70 , $97.78 ,1780300
03-12-2015, $97.73 , $98.30 , $95.76 , $96.27 ,2587500
04-12-2015, $96.60 , $99.29 , $96.56 , $99.15 ,1970100
07-12-2015, $99.18 , $99.65 , $98.37 , $99.00 ,1618700
08-12-2015, $97.67 , $99.28 , $97.60 , $98.98 ,2293500
09-12-2015, $98.66 , $99.63 , $97.00 , $97.50 ,1994700
10-12-2015, $97.50 , $98.60 , $97.10 , $97.79 ,2313200
11-12-2015, $96.75 , $96.99 , $95.44 , $95.70 ,3066800
14-12-2015, $96.05 , $97.34 , $95.76 , $96.66 ,3071800
15-12-2015, $97.50 , $98.14 , $96.76 , $96.99 ,2859500
16-12-2015, $97.53 , $99.26 , $97.10 , $99.13 ,3146800
17-12-2015, $97.24 , $97.38 , $93.82 , $93.84 ,7181300
18-12-2015, $93.72 , $93.72 , $92.62 , $92.63 ,5473700
21-12-2015, $93.53 , $93.91 , $92.87 , $93.60 ,2176200
22-12-2015, $93.87 , $94.46 , $93.37 , $94.30 ,1815100
23-12-2015, $94.57 , $95.11 , $94.29 , $94.90 ,1491800
24-12-2015, $94.71 , $95.23 , $94.69 , $94.72 ,686200
28-12-2015, $94.19 , $94.70 , $93.99 , $94.59 ,1400900
29-12-2015, $94.97 , $95.97 , $94.97 , $95.71 ,1563100
30-12-2015, $95.70 , $96.69 , $95.34 , $96.20 ,2047300
31-12-2015, $95.79 , $96.27 , $94.86 , $94.97 ,1987700
04-01-2016, $93.26 , $93.29 , $91.76 , $92.54 ,2817000
05-01-2016, $92.67 , $93.49 , $92.22 , $93.02 ,2409000
06-01-2016, $91.62 , $93.66 , $91.37 , $92.84 ,3134200
07-01-2016, $90.65 , $91.64 , $89.83 , $90.12 ,3194700
08-01-2016, $90.41 , $90.71 , $89.06 , $89.24 ,2330200
11-01-2016, $89.50 , $90.62 , $89.13 , $90.18 ,2734400
12-01-2016, $90.84 , $92.05 , $90.37 , $91.80 ,2811000
13-01-2016, $92.14 , $92.47 , $89.73 , $90.21 ,3160200
14-01-2016, $90.08 , $93.12 , $89.89 , $92.59 ,4285500
15-01-2016, $89.73 , $91.80 , $89.47 , $90.22 ,5184300
19-01-2016, $91.02 , $92.65 , $90.68 , $92.13 ,3477500
20-01-2016, $90.19 , $91.05 , $88.28 , $90.03 ,5245000
21-01-2016, $90.01 , $90.80 , $89.06 , $89.33 ,4499300
22-01-2016, $90.69 , $93.02 , $90.48 , $92.92 ,3609700
25-01-2016, $92.89 , $93.74 , $92.01 , $92.47 ,2962100
26-01-2016, $92.51 , $93.72 , $92.20 , $93.18 ,2925500
27-01-2016, $93.31 , $94.15 , $92.09 , $92.66 ,3044300
28-01-2016, $93.46 , $94.14 , $92.32 , $93.68 ,3378800
29-01-2016, $93.94 , $96.01 , $93.82 , $95.91 ,4878500
01-02-2016, $95.20 , $97.06 , $95.18 , $96.59 ,3693100
02-02-2016, $95.67 , $95.99 , $94.01 , $94.35 ,2992900
03-02-2016, $94.92 , $95.13 , $91.44 , $92.79 ,4535300
04-02-2016, $92.90 , $93.62 , $92.13 , $93.36 ,3875400
05-02-2016, $93.08 , $93.23 , $89.59 , $89.94 ,3894500
08-02-2016, $87.83 , $87.83 , $84.84 , $86.40 ,6681700
09-02-2016, $85.44 , $86.41 , $83.06 , $84.81 ,6679500
10-02-2016, $85.82 , $87.01 , $85.54 , $85.62 ,4649100
11-02-2016, $84.10 , $85.35 , $83.84 , $84.91 ,4202800
12-02-2016, $85.82 , $86.34 , $85.42 , $86.06 ,3122500
16-02-2016, $87.46 , $88.23 , $86.77 , $88.07 ,3808300
17-02-2016, $88.83 , $90.80 , $88.82 , $89.98 ,3741700
18-02-2016, $90.53 , $91.90 , $89.34 , $89.53 ,2740200
19-02-2016, $89.34 , $89.99 , $89.00 , $89.93 ,3229400
22-02-2016, $91.02 , $91.42 , $90.50 , $91.20 ,2126300
23-02-2016, $91.19 , $91.50 , $90.47 , $90.56 ,2359100
24-02-2016, $89.65 , $90.53 , $88.99 , $90.47 ,2567800
25-02-2016, $90.84 , $91.72 , $90.12 , $91.71 ,2794500
26-02-2016, $92.22 , $92.79 , $91.74 , $91.90 ,2109900
29-02-2016, $91.50 , $92.45 , $91.01 , $91.12 ,2389500
01-03-2016, $92.13 , $94.01 , $91.79 , $94.01 ,2125500
02-03-2016, $94.04 , $94.04 , $92.68 , $93.30 ,2436000
03-03-2016, $93.11 , $93.47 , $91.95 , $93.42 ,2036200
04-03-2016, $93.69 , $94.11 , $93.21 , $93.77 ,1581900
07-03-2016, $93.10 , $93.21 , $92.24 , $93.06 ,1835600
08-03-2016, $92.47 , $93.55 , $92.12 , $93.26 ,2330600
09-03-2016, $93.54 , $93.99 , $93.26 , $93.97 ,2296300
10-03-2016, $94.19 , $94.88 , $92.79 , $94.13 ,2406900
11-03-2016, $94.96 , $96.15 , $94.66 , $96.04 ,2952700
14-03-2016, $95.51 , $96.97 , $95.40 , $96.62 ,2757900
15-03-2016, $96.39 , $97.50 , $95.79 , $97.30 ,2391000
16-03-2016, $97.46 , $98.08 , $96.57 , $97.78 ,2332800
17-03-2016, $97.78 , $98.76 , $97.41 , $98.66 ,2876700
18-03-2016, $98.81 , $98.81 , $97.41 , $97.94 ,8616800
21-03-2016, $97.54 , $98.92 , $97.37 , $98.30 ,3472200
22-03-2016, $97.90 , $98.54 , $97.50 , $98.00 ,2136200
23-03-2016, $97.59 , $98.48 , $97.43 , $97.84 ,3193300
24-03-2016, $98.87 , $104.00 , $98.77 , $103.88 ,6472700
28-03-2016, $103.99 , $104.93 , $103.31 , $103.76 ,4214700
29-03-2016, $103.15 , $104.94 , $103.10 , $104.75 ,4033800
30-03-2016, $104.87 , $105.88 , $104.54 , $104.85 ,3182300
31-03-2016, $104.60 , $105.42 , $104.51 , $104.87 ,2740600
01-04-2016, $104.29 , $105.89 , $104.24 , $105.74 ,2019200
04-04-2016, $105.49 , $105.60 , $104.44 , $104.97 ,2231900
05-04-2016, $104.05 , $104.65 , $103.51 , $103.72 ,2069700
06-04-2016, $103.59 , $104.47 , $103.37 , $104.21 ,2918800
07-04-2016, $103.36 , $103.62 , $101.59 , $101.88 ,3075900
08-04-2016, $102.62 , $102.90 , $101.65 , $102.54 ,1627300
11-04-2016, $102.64 , $103.60 , $102.51 , $102.78 ,2465400
12-04-2016, $102.99 , $104.06 , $102.62 , $103.96 ,2715500
13-04-2016, $104.49 , $105.54 , $104.12 , $105.49 ,4390500
14-04-2016, $105.53 , $105.77 , $104.74 , $105.30 ,2062200
15-04-2016, $105.31 , $105.81 , $104.92 , $105.36 ,2299700
18-04-2016, $104.86 , $106.15 , $104.56 , $106.07 ,2237500
19-04-2016, $106.09 , $106.29 , $104.96 , $105.62 ,1823000
20-04-2016, $105.98 , $106.61 , $105.61 , $106.02 ,2220900
21-04-2016, $105.83 , $106.60 , $105.01 , $105.05 ,2327300
22-04-2016, $104.61 , $105.50 , $104.28 , $104.56 ,2634600
25-04-2016, $104.48 , $104.84 , $103.91 , $104.70 ,1805900
26-04-2016, $104.98 , $105.58 , $104.46 , $105.17 ,2177200
27-04-2016, $104.74 , $106.14 , $104.74 , $105.97 ,1990200
28-04-2016, $105.52 , $106.48 , $104.59 , $104.91 ,2028200
29-04-2016, $104.78 , $104.78 , $103.04 , $103.62 ,2451100
02-05-2016, $103.60 , $105.25 , $103.06 , $104.98 ,2293900
03-05-2016, $104.13 , $104.50 , $103.00 , $103.97 ,2031600
04-05-2016, $103.01 , $104.53 , $103.01 , $104.20 ,1822100
05-05-2016, $104.29 , $105.00 , $104.12 , $104.68 ,1704600
06-05-2016, $104.44 , $106.14 , $104.01 , $106.03 ,1917600
09-05-2016, $105.78 , $106.65 , $105.53 , $105.96 ,1452900
10-05-2016, $106.07 , $107.32 , $105.97 , $107.31 ,1622200
11-05-2016, $107.35 , $107.35 , $106.32 , $106.43 ,1582900
12-05-2016, $106.83 , $107.02 , $105.96 , $106.77 ,2114300
13-05-2016, $106.65 , $107.02 , $105.65 , $105.93 ,1803400
16-05-2016, $106.09 , $107.90 , $105.54 , $107.50 ,2609800
17-05-2016, $107.65 , $107.82 , $106.32 , $106.65 ,2136800
18-05-2016, $106.50 , $107.68 , $105.95 , $106.92 ,1367300
19-05-2016, $106.69 , $106.69 , $105.15 , $106.47 ,1752500
20-05-2016, $106.54 , $107.28 , $106.54 , $106.87 ,1538200
23-05-2016, $107.08 , $107.08 , $106.30 , $106.61 ,1256200
24-05-2016, $106.98 , $109.39 , $106.98 , $109.31 ,2066400
25-05-2016, $109.41 , $109.86 , $108.71 , $108.78 ,2123600
26-05-2016, $108.82 , $109.38 , $108.32 , $108.66 ,1435900
27-05-2016, $109.05 , $109.14 , $108.07 , $109.14 ,1317400
31-05-2016, $109.10 , $109.33 , $108.36 , $109.17 ,1955700
01-06-2016, $109.17 , $109.31 , $108.38 , $109.21 ,1202900
02-06-2016, $108.92 , $109.44 , $108.28 , $109.42 ,1605700
03-06-2016, $109.09 , $109.20 , $108.20 , $109.10 ,1196700
06-06-2016, $109.20 , $109.89 , $108.76 , $109.75 ,1202900
07-06-2016, $110.06 , $110.25 , $109.42 , $109.79 ,1317300
08-06-2016, $109.74 , $110.07 , $108.77 , $109.49 ,2072100
09-06-2016, $108.60 , $109.68 , $108.10 , $109.60 ,1197200
10-06-2016, $108.74 , $109.10 , $108.22 , $108.53 ,1452100
13-06-2016, $108.15 , $109.14 , $107.39 , $107.43 ,1992300
14-06-2016, $107.43 , $108.57 , $107.13 , $108.36 ,1425300
15-06-2016, $108.55 , $108.64 , $107.66 , $107.77 ,1453300
16-06-2016, $107.20 , $108.76 , $107.02 , $108.55 ,1568800
17-06-2016, $108.36 , $108.38 , $107.17 , $107.88 ,2216500
20-06-2016, $109.29 , $110.42 , $109.10 , $109.24 ,2092700
21-06-2016, $109.76 , $109.97 , $109.38 , $109.59 ,2040400
22-06-2016, $110.06 , $110.83 , $109.12 , $109.22 ,3275500
23-06-2016, $108.77 , $109.11 , $106.90 , $109.11 ,2858800
24-06-2016, $103.48 , $105.43 , $101.79 , $102.27 ,6814300
27-06-2016, $101.25 , $101.63 , $99.71 , $100.29 ,3648000
28-06-2016, $101.49 , $101.86 , $100.55 , $101.45 ,2873000
29-06-2016, $102.47 , $102.79 , $101.76 , $102.55 ,3603000
30-06-2016, $103.07 , $103.98 , $102.87 , $103.96 ,3682600
01-07-2016, $104.30 , $104.82 , $103.96 , $104.17 ,2195500
05-07-2016, $104.16 , $104.20 , $103.35 , $103.78 ,2041100
06-07-2016, $103.35 , $104.17 , $102.74 , $104.17 ,2667200
07-07-2016, $104.16 , $104.52 , $103.24 , $103.42 ,2050500
08-07-2016, $104.36 , $105.75 , $103.85 , $105.63 ,1962800
11-07-2016, $106.17 , $106.43 , $105.65 , $105.95 ,1522300
12-07-2016, $106.35 , $107.75 , $106.08 , $106.90 ,2431400
13-07-2016, $107.36 , $107.51 , $106.71 , $107.21 ,1537200
14-07-2016, $107.82 , $108.28 , $107.05 , $107.15 ,1502000
15-07-2016, $106.88 , $107.03 , $104.84 , $105.61 ,2749000
